source_id,task_success_rate,corroboration_score,report_timeliness,handler_confidence,deception_score,ci_flag,reliability_score,behavior_class,scenario_probability
SRC_01344,0.794,0.76,0.819,0.516,0.226,0,0.636,uncertain,0.582
SRC_01345,0.805,0.459,0.514,0.598,0.373,0,0.493,coerced,0.374
SRC_01346,0.589,0.592,0.59,0.776,0.763,1,0.345,deceptive,0.17
SRC_01347,0.535,0.47,0.482,0.358,0.26,0,0.389,uncertain,0.298
SRC_01348,0.552,0.212,0.599,0.79,0.225,0,0.423,uncertain,0.378
SRC_01349,0.972,0.622,0.568,0.939,0.135,0,0.681,uncertain,0.71
SRC_01350,0.327,0.293,0.842,0.827,0.314,0,0.417,uncertain,0.346
SRC_01351,0.89,0.26,0.821,0.432,0.146,1,0.439,deceptive,0.348
SRC_01352,0.693,0.767,0.973,0.36,0.11,0,0.632,uncertain,0.563
SRC_01353,0.598,0.207,0.835,0.638,0.686,0,0.391,deceptive,0.254
SRC_01354,0.793,0.919,0.817,0.96,0.042,0,0.769,cooperative,0.796
SRC_01355,0.631,0.586,0.817,0.865,0.569,0,0.544,deceptive,0.358
SRC_01356,0.894,0.937,0.93,0.688,0.162,0,0.767,cooperative,0.725
SRC_01357,0.912,0.243,0.578,0.399,0.009,0,0.508,uncertain,0.551
SRC_01358,0.587,0.638,0.58,0.793,0.636,0,0.475,deceptive,0.402
SRC_01359,0.488,0.462,0.845,0.861,0.562,0,0.476,deceptive,0.344
SRC_01360,0.703,0.833,0.537,0.945,0.267,0,0.628,uncertain,0.551
SRC_01361,0.92,0.471,0.947,0.722,0.063,0,0.682,uncertain,0.648
SRC_01362,0.443,0.395,0.721,0.655,0.289,1,0.331,deceptive,0.266
SRC_01363,0.724,0.843,0.58,0.727,0.145,0,0.631,uncertain,0.664
SRC_01364,0.729,0.481,0.866,0.951,0.746,0,0.543,deceptive,0.364
SRC_01365,0.799,0.213,0.587,0.733,0.424,0,0.457,coerced,0.376
SRC_01366,0.389,0.493,0.978,0.478,0.771,1,0.292,deceptive,0.028
SRC_01367,0.787,0.691,0.99,0.739,0.281,0,0.676,uncertain,0.685
SRC_01368,0.918,0.391,0.8,0.907,0.445,0,0.602,uncertain,0.558
SRC_01369,0.422,0.524,0.468,0.691,0.152,0,0.432,uncertain,0.379
SRC_01370,0.462,0.243,0.558,0.647,0.647,0,0.311,deceptive,0.144
SRC_01371,0.961,0.641,0.709,0.806,0.033,0,0.706,uncertain,0.757
SRC_01372,0.423,0.767,0.911,0.756,0.556,0,0.531,deceptive,0.539
SRC_01373,0.881,0.51,0.511,0.339,0.313,0,0.498,uncertain,0.336
SRC_01374,0.635,0.515,0.463,0.8,0.463,0,0.462,coerced,0.321
SRC_01375,0.468,0.266,0.445,0.581,0.474,0,0.312,coerced,0.174
SRC_01376,0.892,0.351,0.704,0.949,0.569,0,0.553,deceptive,0.463
SRC_01377,0.603,0.316,0.931,0.97,0.163,0,0.567,uncertain,0.544
SRC_01378,0.65,0.561,0.425,0.61,0.425,0,0.448,coerced,0.316
SRC_01379,0.544,0.597,0.527,0.968,0.342,0,0.512,uncertain,0.356
SRC_01380,0.703,0.912,0.816,0.514,0.226,1,0.545,deceptive,0.539
SRC_01381,0.411,0.255,0.896,0.771,0.397,0,0.422,coerced,0.313
SRC_01382,0.566,0.65,0.884,0.352,0.762,0,0.448,deceptive,0.2
SRC_01383,0.959,0.595,0.871,0.4,0.759,0,0.557,deceptive,0.333
SRC_01384,0.476,0.587,0.478,0.897,0.223,0,0.486,uncertain,0.409
SRC_01385,0.747,0.855,0.638,0.917,0.707,0,0.597,deceptive,0.405
SRC_01386,0.521,0.354,0.991,0.668,0.701,0,0.438,deceptive,0.211
SRC_01387,0.826,0.231,0.993,0.534,0.2,0,0.554,uncertain,0.452
SRC_01388,0.389,0.704,0.761,0.611,0.479,0,0.465,coerced,0.464
SRC_01389,0.959,0.459,0.826,0.9,0.696,0,0.598,deceptive,0.44
SRC_01390,0.609,0.213,0.971,0.446,0.412,0,0.435,coerced,0.311
SRC_01391,0.461,0.389,0.67,0.503,0.296,0,0.401,uncertain,0.346
SRC_01392,0.35,0.432,0.482,0.842,0.521,0,0.358,coerced,0.236
SRC_01393,0.415,0.663,0.801,0.945,0.138,0,0.572,uncertain,0.492
SRC_01394,0.653,0.329,0.976,0.364,0.129,1,0.409,deceptive,0.281
SRC_01395,0.529,0.51,0.818,0.855,0.666,1,0.378,deceptive,0.185
SRC_01396,0.864,0.562,0.882,0.745,0.033,0,0.683,uncertain,0.666
SRC_01397,0.593,0.544,0.654,0.459,0.643,1,0.317,deceptive,0.151
SRC_01398,0.469,0.93,0.458,0.822,0.232,0,0.553,uncertain,0.403
SRC_01399,0.72,0.234,0.501,0.802,0.386,0,0.437,coerced,0.465
SRC_01400,0.781,0.913,0.99,0.398,0.435,0,0.655,uncertain,0.666
SRC_01401,0.414,0.636,0.696,0.647,0.614,0,0.427,deceptive,0.296
SRC_01402,0.414,0.797,0.407,0.823,0.707,0,0.422,deceptive,0.247
SRC_01403,0.325,0.523,0.973,0.432,0.643,0,0.391,deceptive,0.202
SRC_01404,0.801,0.54,0.699,0.619,0.458,0,0.539,coerced,0.453
SRC_01405,0.751,0.859,0.902,0.383,0.278,0,0.636,uncertain,0.561
SRC_01406,0.623,0.872,0.729,0.512,0.421,0,0.564,uncertain,0.521
SRC_01407,0.874,0.379,0.461,0.45,0.024,0,0.513,uncertain,0.553
SRC_01408,0.848,0.349,0.769,0.648,0.196,1,0.463,deceptive,0.371
SRC_01409,0.698,0.572,0.998,0.397,0.293,0,0.568,uncertain,0.46
SRC_01410,0.89,0.875,0.421,0.564,0.256,0,0.616,uncertain,0.6
SRC_01411,0.44,0.442,0.905,0.49,0.076,0,0.486,uncertain,0.502
SRC_01412,0.376,0.689,0.541,0.815,0.041,0,0.509,uncertain,0.443
SRC_01413,0.483,0.731,0.636,0.783,0.337,0,0.522,uncertain,0.415
SRC_01414,0.339,0.784,0.624,0.366,0.06,0,0.468,uncertain,0.445
SRC_01415,0.661,0.623,0.939,0.958,0.229,0,0.651,uncertain,0.592
SRC_01416,0.937,0.502,0.703,0.814,0.38,0,0.612,uncertain,0.513
SRC_01417,0.327,0.925,0.668,0.725,0.168,0,0.547,uncertain,0.55
SRC_01418,0.383,0.658,0.891,0.63,0.064,0,0.542,uncertain,0.533
SRC_01419,0.607,0.746,0.429,0.423,0.346,0,0.466,uncertain,0.384
SRC_01420,0.935,0.459,0.452,0.964,0.359,0,0.576,uncertain,0.448
SRC_01421,0.515,0.702,0.413,0.305,0.732,0,0.349,deceptive,0.174
SRC_01422,0.645,0.393,0.813,0.778,0.102,1,0.456,deceptive,0.429
SRC_01423,0.328,0.384,0.715,0.65,0.492,0,0.361,coerced,0.214
SRC_01424,0.401,0.736,0.926,0.923,0.256,0,0.59,uncertain,0.468
SRC_01425,0.971,0.591,0.699,0.563,0.099,1,0.548,deceptive,0.587
SRC_01426,0.956,0.712,0.533,0.658,0.315,0,0.623,uncertain,0.633
SRC_01427,0.303,0.402,0.883,0.812,0.342,0,0.438,uncertain,0.365
SRC_01428,0.947,0.649,0.577,0.333,0.291,1,0.468,deceptive,0.467
SRC_01429,0.735,0.533,0.961,0.338,0.613,0,0.505,deceptive,0.363
SRC_01430,0.89,0.648,0.55,0.446,0.671,0,0.505,deceptive,0.268
SRC_01431,0.609,0.418,0.501,0.401,0.119,0,0.43,uncertain,0.415
SRC_01432,0.651,0.737,0.696,0.304,0.134,0,0.544,uncertain,0.494
SRC_01433,0.632,0.804,0.43,0.73,0.337,0,0.536,uncertain,0.476
SRC_01434,0.753,0.395,0.422,0.849,0.256,0,0.498,uncertain,0.513
SRC_01435,0.395,0.425,0.698,0.96,0.656,0,0.41,deceptive,0.221
SRC_01436,0.32,0.696,0.529,0.604,0.797,0,0.347,deceptive,0.167
SRC_01437,0.509,0.722,0.406,0.493,0.145,0,0.467,uncertain,0.474
SRC_01438,0.779,0.728,0.578,0.896,0.61,0,0.574,deceptive,0.489
SRC_01439,0.437,0.712,0.686,0.883,0.486,0,0.506,coerced,0.434
SRC_01440,0.758,0.495,0.637,0.731,0.516,1,0.411,deceptive,0.226
SRC_01441,0.96,0.496,0.481,0.488,0.212,0,0.55,uncertain,0.441
SRC_01442,0.364,0.391,0.748,0.927,0.078,0,0.484,uncertain,0.503
SRC_01443,0.757,0.318,0.826,0.423,0.435,0,0.47,coerced,0.342
SRC_01444,0.602,0.719,0.805,0.33,0.491,0,0.497,coerced,0.325
SRC_01445,0.89,0.27,0.636,0.85,0.77,0,0.474,deceptive,0.341
SRC_01446,0.42,0.903,0.483,0.689,0.54,0,0.471,coerced,0.318
SRC_01447,0.771,0.82,0.7,0.47,0.355,0,0.594,uncertain,0.587
SRC_01448,0.87,0.843,0.934,0.763,0.795,0,0.654,deceptive,0.433
SRC_01449,0.942,0.88,0.681,0.829,0.299,0,0.718,uncertain,0.606
SRC_01450,0.765,0.506,0.517,0.883,0.13,0,0.572,uncertain,0.536
SRC_01451,0.638,0.835,0.456,0.495,0.494,0,0.492,coerced,0.406
SRC_01452,0.72,0.319,0.966,0.318,0.213,0,0.505,uncertain,0.466
SRC_01453,0.891,0.216,0.846,0.652,0.738,0,0.478,deceptive,0.388
SRC_01454,0.688,0.789,0.588,0.891,0.342,0,0.604,uncertain,0.527
SRC_01455,0.321,0.256,0.577,0.443,0.12,0,0.324,uncertain,0.285
SRC_01456,0.933,0.941,0.937,0.591,0.113,0,0.774,cooperative,0.821
SRC_01457,0.769,0.706,0.507,0.477,0.52,0,0.502,coerced,0.402
SRC_01458,0.76,0.765,0.721,0.309,0.293,0,0.566,uncertain,0.472
SRC_01459,0.447,0.384,0.828,0.92,0.291,0,0.49,uncertain,0.429
SRC_01460,0.748,0.705,0.638,0.393,0.49,0,0.514,coerced,0.402
SRC_01461,0.568,0.232,0.424,0.829,0.177,0,0.411,uncertain,0.356
SRC_01462,0.743,0.828,0.537,0.539,0.116,1,0.501,deceptive,0.481
SRC_01463,0.372,0.327,0.941,0.492,0.526,0,0.376,coerced,0.18
SRC_01464,0.747,0.723,0.714,0.949,0.004,0,0.689,uncertain,0.67
SRC_01465,0.98,0.368,0.889,0.753,0.726,1,0.468,deceptive,0.308
SRC_01466,0.333,0.251,0.733,0.774,0.146,1,0.303,deceptive,0.24
SRC_01467,0.964,0.561,0.966,0.824,0.358,0,0.693,uncertain,0.559
SRC_01468,0.577,0.327,0.945,0.535,0.169,0,0.499,uncertain,0.455
SRC_01469,0.892,0.747,0.69,0.689,0.175,0,0.669,uncertain,0.602
SRC_01470,0.832,0.378,0.591,0.486,0.668,0,0.435,deceptive,0.202
SRC_01471,0.686,0.457,0.761,0.876,0.468,0,0.533,coerced,0.351
SRC_01472,0.802,0.626,0.805,0.714,0.249,1,0.528,deceptive,0.486
SRC_01473,0.897,0.414,0.699,0.468,0.201,0,0.552,uncertain,0.506
SRC_01474,0.575,0.483,0.893,0.921,0.17,0,0.584,uncertain,0.557
SRC_01475,0.522,0.812,0.51,0.701,0.444,0,0.5,coerced,0.374
SRC_01476,0.754,0.334,0.601,0.642,0.585,0,0.438,deceptive,0.216
SRC_01477,0.849,0.262,0.812,0.324,0.203,0,0.501,uncertain,0.407
SRC_01478,0.818,0.446,0.548,0.928,0.266,0,0.566,uncertain,0.483
SRC_01479,0.843,0.518,0.664,0.957,0.576,0,0.572,deceptive,0.45
SRC_01480,0.596,0.607,0.978,0.688,0.59,0,0.541,deceptive,0.306
SRC_01481,0.856,0.479,0.776,0.605,0.166,0,0.598,uncertain,0.441
SRC_01482,0.382,0.792,0.969,0.548,0.306,0,0.543,uncertain,0.539
SRC_01483,0.67,0.229,0.833,0.485,0.696,0,0.393,deceptive,0.249
SRC_01484,0.304,0.524,0.835,0.696,0.592,0,0.405,deceptive,0.213
SRC_01485,0.521,0.487,0.755,0.388,0.13,1,0.368,deceptive,0.324
SRC_01486,0.549,0.686,0.485,0.934,0.309,0,0.527,uncertain,0.429
SRC_01487,0.569,0.925,0.712,0.421,0.779,0,0.491,deceptive,0.311
SRC_01488,0.773,0.583,0.552,0.814,0.42,0,0.547,coerced,0.417
SRC_01489,0.564,0.94,0.999,0.512,0.575,0,0.595,deceptive,0.394
SRC_01490,0.605,0.427,0.56,0.456,0.074,0,0.458,uncertain,0.464
SRC_01491,0.462,0.223,0.538,0.685,0.666,0,0.305,deceptive,0.229
SRC_01492,0.554,0.324,0.774,0.828,0.484,0,0.454,coerced,0.359
SRC_01493,0.455,0.496,0.707,0.801,0.14,0,0.501,uncertain,0.47
SRC_01494,0.35,0.437,0.413,0.461,0.304,0,0.32,uncertain,0.233
SRC_01495,0.71,0.273,0.478,0.528,0.066,0,0.446,uncertain,0.39
SRC_01496,0.754,0.524,0.887,0.899,0.622,0,0.576,deceptive,0.4
SRC_01497,0.721,0.454,0.69,0.799,0.596,0,0.498,deceptive,0.369
SRC_01498,0.615,0.292,0.488,0.792,0.392,0,0.415,coerced,0.376
SRC_01499,0.558,0.422,0.679,0.486,0.362,0,0.427,coerced,0.398
SRC_01500,0.887,0.865,0.552,0.846,0.371,0,0.664,uncertain,0.58
SRC_01501,0.653,0.427,0.534,0.547,0.03,0,0.487,uncertain,0.489
SRC_01502,0.626,0.735,0.975,0.577,0.295,0,0.609,uncertain,0.538
SRC_01503,0.317,0.659,0.617,0.498,0.103,1,0.342,deceptive,0.345
SRC_01504,0.532,0.52,0.428,0.384,0.148,0,0.411,uncertain,0.376
SRC_01505,0.559,0.379,0.982,0.59,0.77,0,0.432,deceptive,0.243
SRC_01506,0.571,0.477,0.877,0.312,0.209,0,0.481,uncertain,0.386
SRC_01507,0.695,0.644,0.553,0.615,0.387,1,0.414,deceptive,0.273
SRC_01508,0.663,0.463,0.645,0.8,0.71,0,0.457,deceptive,0.245
SRC_01509,0.713,0.361,0.917,0.963,0.331,0,0.582,uncertain,0.511
SRC_01510,0.82,0.287,0.614,0.354,0.423,0,0.43,coerced,0.309
SRC_01511,0.853,0.86,0.74,0.494,0.135,0,0.673,uncertain,0.768
SRC_01512,0.788,0.53,0.721,0.641,0.228,0,0.575,uncertain,0.537
SRC_01513,0.95,0.669,0.641,0.418,0.405,0,0.582,uncertain,0.559
SRC_01514,0.312,0.568,0.784,0.381,0.292,0,0.406,uncertain,0.407
SRC_01515,0.433,0.854,0.684,0.612,0.031,1,0.467,deceptive,0.48
SRC_01516,0.305,0.61,0.413,0.701,0.321,0,0.384,uncertain,0.302
SRC_01517,0.74,0.561,0.889,0.866,0.652,1,0.472,deceptive,0.264
SRC_01518,0.911,0.893,0.468,0.988,0.093,0,0.724,uncertain,0.671
SRC_01519,0.466,0.74,0.678,0.834,0.015,0,0.583,uncertain,0.621
SRC_01520,0.93,0.284,0.748,0.453,0.095,0,0.553,uncertain,0.543
SRC_01521,0.341,0.333,0.823,0.816,0.549,0,0.39,coerced,0.221
SRC_01522,0.935,0.79,0.646,0.671,0.636,0,0.612,deceptive,0.443
SRC_01523,0.539,0.827,0.841,0.611,0.039,1,0.522,deceptive,0.529
SRC_01524,0.369,0.609,0.479,0.946,0.71,0,0.394,deceptive,0.218
SRC_01525,0.63,0.616,0.792,0.784,0.502,0,0.544,coerced,0.407
SRC_01526,0.475,0.674,0.896,0.77,0.415,0,0.543,coerced,0.437
SRC_01527,0.494,0.529,0.934,0.308,0.203,1,0.383,deceptive,0.211
SRC_01528,0.509,0.71,0.748,0.897,0.297,0,0.57,uncertain,0.497
SRC_01529,0.846,0.281,0.588,0.847,0.758,0,0.455,deceptive,0.213
SRC_01530,0.667,0.921,0.498,0.506,0.729,0,0.496,deceptive,0.332
SRC_01531,0.512,0.763,0.607,0.502,0.5,0,0.466,coerced,0.348
SRC_01532,0.715,0.673,0.724,0.337,0.463,0,0.509,coerced,0.431
SRC_01533,0.787,0.437,0.518,0.335,0.168,0,0.474,uncertain,0.47
SRC_01534,0.485,0.321,0.972,0.761,0.763,0,0.42,deceptive,0.315
SRC_01535,0.581,0.507,0.938,0.429,0.604,0,0.462,deceptive,0.212
SRC_01536,0.383,0.696,0.42,0.937,0.306,0,0.468,uncertain,0.385
SRC_01537,0.423,0.675,0.737,0.881,0.653,1,0.377,deceptive,0.112
SRC_01538,0.763,0.487,0.874,0.541,0.169,0,0.581,uncertain,0.563
SRC_01539,0.423,0.66,0.547,0.562,0.171,1,0.36,deceptive,0.309
SRC_01540,0.657,0.81,0.714,0.526,0.633,0,0.526,deceptive,0.344
SRC_01541,0.782,0.22,0.644,0.364,0.447,0,0.406,coerced,0.308
SRC_01542,0.373,0.538,0.518,0.322,0.445,0,0.332,coerced,0.168
SRC_01543,0.686,0.769,0.769,0.612,0.459,0,0.575,uncertain,0.553
SRC_01544,0.474,0.61,0.996,0.951,0.101,0,0.621,uncertain,0.584
SRC_01545,0.955,0.689,0.619,0.933,0.28,0,0.68,uncertain,0.614
SRC_01546,0.629,0.588,0.731,0.859,0.458,0,0.542,coerced,0.421
SRC_01547,0.848,0.944,0.597,0.734,0.198,0,0.69,uncertain,0.687
SRC_01548,0.674,0.241,0.926,0.891,0.403,0,0.521,coerced,0.36
SRC_01549,0.33,0.568,0.919,0.655,0.446,0,0.456,coerced,0.386
SRC_01550,0.731,0.269,0.507,0.424,0.754,0,0.338,deceptive,0.124
SRC_01551,0.947,0.32,0.94,0.772,0.197,0,0.638,uncertain,0.563
SRC_01552,0.709,0.487,0.491,0.935,0.351,0,0.52,coerced,0.476
SRC_01553,0.857,0.317,0.457,0.314,0.785,0,0.357,deceptive,0.147
SRC_01554,0.901,0.923,0.792,0.473,0.149,0,0.708,uncertain,0.701
SRC_01555,0.455,0.91,0.632,0.483,0.624,0,0.469,deceptive,0.345
SRC_01556,0.444,0.452,0.718,0.368,0.142,0,0.424,uncertain,0.371
SRC_01557,0.715,0.68,0.792,0.456,0.68,0,0.509,deceptive,0.351
SRC_01558,0.579,0.6,0.432,0.565,0.39,0,0.436,coerced,0.314
SRC_01559,0.871,0.812,0.576,0.948,0.778,0,0.605,deceptive,0.41
SRC_01560,0.912,0.671,0.677,0.894,0.136,0,0.69,uncertain,0.68
SRC_01561,0.54,0.2,0.56,0.953,0.55,0,0.384,coerced,0.199
SRC_01562,0.461,0.772,0.429,0.383,0.556,0,0.391,deceptive,0.274
SRC_01563,0.831,0.76,0.452,0.319,0.575,0,0.491,deceptive,0.363
SRC_01564,0.487,0.582,0.881,0.376,0.081,0,0.512,uncertain,0.417
SRC_01565,0.859,0.877,0.947,0.931,0.231,0,0.771,cooperative,0.676
SRC_01566,0.588,0.881,0.491,0.409,0.27,0,0.516,uncertain,0.414
SRC_01567,0.754,0.593,0.55,0.695,0.259,0,0.55,uncertain,0.463
SRC_01568,0.365,0.656,0.791,0.457,0.54,0,0.419,coerced,0.236
SRC_01569,0.724,0.947,0.973,0.314,0.044,0,0.689,uncertain,0.725
SRC_01570,0.607,0.424,0.58,0.358,0.584,0,0.37,deceptive,0.277
SRC_01571,0.699,0.443,0.913,0.79,0.421,0,0.558,uncertain,0.413
SRC_01572,0.414,0.337,0.704,0.426,0.138,0,0.392,uncertain,0.3
SRC_01573,0.801,0.872,0.974,0.458,0.181,0,0.695,uncertain,0.649
SRC_01574,0.887,0.758,0.482,0.56,0.078,0,0.624,uncertain,0.671
SRC_01575,0.447,0.279,0.984,0.753,0.367,0,0.459,coerced,0.475
SRC_01576,0.365,0.936,0.665,0.624,0.476,0,0.499,coerced,0.346
SRC_01577,0.316,0.748,0.972,0.952,0.465,0,0.549,coerced,0.319
SRC_01578,0.737,0.838,0.675,0.6,0.77,0,0.54,deceptive,0.273
SRC_01579,0.713,0.236,0.718,0.437,0.237,0,0.446,uncertain,0.298
SRC_01580,0.672,0.579,0.883,0.67,0.61,0,0.532,deceptive,0.4
SRC_01581,0.458,0.724,0.834,0.611,0.578,0,0.49,deceptive,0.35
SRC_01582,0.566,0.607,0.772,0.843,0.049,0,0.595,uncertain,0.594
SRC_01583,0.704,0.7,0.65,0.945,0.744,0,0.546,deceptive,0.416
SRC_01584,0.638,0.813,0.875,0.877,0.745,0,0.589,deceptive,0.484
SRC_01585,0.972,0.481,0.969,0.568,0.317,0,0.643,uncertain,0.606
SRC_01586,0.393,0.837,0.406,0.449,0.334,0,0.426,uncertain,0.379
SRC_01587,0.773,0.322,0.753,0.931,0.656,0,0.504,deceptive,0.266
SRC_01588,0.575,0.403,0.92,0.566,0.396,0,0.483,coerced,0.359
SRC_01589,0.591,0.233,0.792,0.831,0.639,0,0.423,deceptive,0.332
SRC_01590,0.788,0.473,0.88,0.983,0.029,0,0.674,uncertain,0.639
SRC_01591,0.771,0.485,0.937,0.698,0.2,0,0.615,uncertain,0.62
SRC_01592,0.974,0.804,0.851,0.631,0.073,1,0.647,deceptive,0.635
SRC_01593,0.387,0.69,0.83,0.783,0.363,0,0.518,coerced,0.466
SRC_01594,0.371,0.528,0.979,0.434,0.683,1,0.302,deceptive,0.088
SRC_01595,0.793,0.689,0.918,0.637,0.456,0,0.621,uncertain,0.545
SRC_01596,0.693,0.24,0.889,0.516,0.416,0,0.461,coerced,0.325
SRC_01597,0.486,0.335,0.452,0.413,0.293,0,0.338,uncertain,0.276
SRC_01598,0.354,0.67,0.543,0.721,0.051,0,0.483,uncertain,0.469
SRC_01599,0.358,0.681,0.734,0.697,0.613,0,0.437,deceptive,0.343
SRC_01600,0.908,0.781,0.826,0.825,0.457,0,0.688,uncertain,0.615
SRC_01601,0.43,0.502,0.582,0.902,0.745,0,0.394,deceptive,0.119
SRC_01602,0.52,0.742,0.456,0.452,0.346,0,0.449,uncertain,0.322
SRC_01603,0.454,0.713,0.587,0.838,0.321,0,0.509,uncertain,0.397
SRC_01604,0.541,0.923,0.863,0.553,0.779,0,0.532,deceptive,0.372
SRC_01605,0.347,0.361,0.926,0.734,0.113,0,0.473,uncertain,0.42
SRC_01606,0.653,0.614,0.948,0.887,0.202,0,0.642,uncertain,0.537
SRC_01607,0.346,0.651,0.627,0.477,0.391,0,0.405,coerced,0.239
SRC_01608,0.844,0.949,0.624,0.715,0.419,0,0.66,uncertain,0.592
SRC_01609,0.459,0.351,0.644,0.631,0.439,0,0.383,coerced,0.17
SRC_01610,0.667,0.592,0.625,0.845,0.17,0,0.574,uncertain,0.584
SRC_01611,0.898,0.46,0.8,0.781,0.741,0,0.55,deceptive,0.3
SRC_01612,0.743,0.594,0.615,0.831,0.563,0,0.535,deceptive,0.372
SRC_01613,0.662,0.374,0.412,0.499,0.207,0,0.418,uncertain,0.308
SRC_01614,0.521,0.236,0.663,0.786,0.235,0,0.431,uncertain,0.326
SRC_01615,0.526,0.629,0.534,0.718,0.704,0,0.424,deceptive,0.237
SRC_01616,0.755,0.452,0.417,0.615,0.304,0,0.47,uncertain,0.387
SRC_01617,0.976,0.336,0.683,0.561,0.445,0,0.531,coerced,0.342
SRC_01618,0.75,0.443,0.524,0.529,0.096,0,0.506,uncertain,0.462
SRC_01619,0.679,0.237,0.672,0.307,0.201,0,0.413,uncertain,0.368
SRC_01620,0.797,0.913,0.567,0.417,0.333,0,0.593,uncertain,0.533
SRC_01621,0.616,0.636,0.762,0.341,0.525,1,0.369,deceptive,0.136
SRC_01622,0.341,0.811,0.995,0.885,0.224,0,0.603,uncertain,0.523
SRC_01623,0.682,0.517,0.728,0.893,0.761,0,0.499,deceptive,0.206
SRC_01624,0.951,0.877,0.788,0.884,0.176,1,0.668,deceptive,0.599
SRC_01625,0.419,0.562,0.952,0.864,0.623,1,0.393,deceptive,0.216
SRC_01626,0.769,0.63,0.624,0.453,0.292,0,0.537,uncertain,0.495
SRC_01627,0.437,0.569,0.5,0.639,0.667,0,0.369,deceptive,0.251
SRC_01628,0.664,0.75,0.57,0.926,0.738,0,0.529,deceptive,0.293
SRC_01629,0.366,0.625,0.642,0.824,0.15,0,0.496,uncertain,0.473
SRC_01630,0.606,0.404,0.787,0.301,0.393,0,0.426,coerced,0.361
SRC_01631,0.814,0.309,0.403,0.617,0.123,0,0.476,uncertain,0.408
SRC_01632,0.536,0.655,0.912,0.307,0.565,0,0.468,deceptive,0.365
SRC_01633,0.752,0.567,0.446,0.494,0.666,0,0.431,deceptive,0.271
SRC_01634,0.841,0.272,0.94,0.601,0.312,0,0.552,uncertain,0.46
SRC_01635,0.93,0.497,0.97,0.916,0.317,1,0.587,deceptive,0.515
SRC_01636,0.46,0.586,0.994,0.752,0.163,0,0.572,uncertain,0.452
SRC_01637,0.572,0.82,0.886,0.55,0.245,0,0.6,uncertain,0.546
SRC_01638,0.404,0.257,0.485,0.639,0.259,0,0.339,uncertain,0.232
SRC_01639,0.975,0.461,0.824,0.864,0.124,0,0.684,uncertain,0.654
SRC_01640,0.93,0.817,0.522,0.507,0.248,0,0.626,uncertain,0.544
SRC_01641,0.667,0.686,0.938,0.724,0.726,0,0.559,deceptive,0.392
SRC_01642,0.873,0.417,0.59,0.481,0.26,0,0.517,uncertain,0.512
SRC_01643,0.654,0.834,0.596,0.631,0.22,1,0.486,deceptive,0.437
SRC_01644,0.724,0.57,0.951,0.317,0.308,1,0.451,deceptive,0.424
SRC_01645,0.361,0.574,0.408,0.888,0.768,0,0.351,deceptive,0.108
SRC_01646,0.814,0.932,0.516,0.333,0.612,0,0.539,deceptive,0.458
SRC_01647,0.387,0.91,0.653,0.455,0.161,0,0.518,uncertain,0.427
SRC_01648,0.862,0.469,0.82,0.53,0.602,0,0.529,deceptive,0.316
SRC_01649,0.832,0.305,0.789,0.731,0.613,0,0.501,deceptive,0.334
SRC_01650,0.782,0.444,0.802,0.797,0.76,0,0.512,deceptive,0.3
SRC_01651,0.325,0.223,0.928,0.356,0.713,0,0.285,deceptive,0.028
SRC_01652,0.506,0.216,0.473,0.33,0.076,0,0.338,uncertain,0.263
SRC_01653,0.479,0.497,0.713,0.851,0.364,0,0.484,coerced,0.213
SRC_01654,0.545,0.906,0.835,0.791,0.562,0,0.591,deceptive,0.383
SRC_01655,0.36,0.854,0.782,0.874,0.779,0,0.492,deceptive,0.264
SRC_01656,0.937,0.584,0.669,0.767,0.068,0,0.666,uncertain,0.723
SRC_01657,0.677,0.624,0.41,0.818,0.295,0,0.52,uncertain,0.482
SRC_01658,0.508,0.204,0.436,0.562,0.394,0,0.316,coerced,0.234
SRC_01659,0.57,0.362,0.471,0.707,0.331,0,0.412,uncertain,0.438
SRC_01660,0.604,0.219,0.606,0.856,0.365,0,0.431,coerced,0.25
SRC_01661,0.708,0.766,0.471,0.419,0.295,0,0.517,uncertain,0.44
SRC_01662,0.651,0.309,0.656,0.592,0.776,0,0.376,deceptive,0.284
SRC_01663,0.925,0.852,0.507,0.811,0.643,0,0.617,deceptive,0.431
SRC_01664,0.638,0.682,0.867,0.668,0.589,0,0.547,deceptive,0.358
SRC_01665,0.975,0.372,0.923,0.77,0.329,0,0.636,uncertain,0.595
SRC_01666,0.879,0.318,0.634,0.502,0.705,0,0.44,deceptive,0.236
SRC_01667,0.442,0.671,0.707,0.322,0.075,1,0.379,deceptive,0.423
SRC_01668,0.933,0.876,0.972,0.32,0.115,0,0.724,uncertain,0.737
SRC_01669,0.379,0.739,0.721,0.951,0.763,0,0.471,deceptive,0.271
SRC_01670,0.856,0.461,0.997,0.952,0.454,0,0.646,uncertain,0.582
SRC_01671,0.559,0.641,0.485,0.446,0.128,1,0.373,deceptive,0.329
SRC_01672,0.897,0.433,0.917,0.402,0.759,0,0.507,deceptive,0.324
SRC_01673,0.89,0.949,0.698,0.313,0.78,0,0.574,deceptive,0.408
SRC_01674,0.848,0.762,0.414,0.46,0.705,0,0.491,deceptive,0.295
SRC_01675,0.837,0.661,0.983,0.531,0.191,0,0.664,uncertain,0.692
SRC_01676,0.507,0.517,0.979,0.466,0.223,0,0.514,uncertain,0.462
